0	-0.76016
0.0039063	-0.97319
0.0078125	-0.2267
0.011719	0.61538
0.015625	0.76475
0.019531	0.55156
0.023438	1.1009
0.027344	2.9298
0.03125	5.1643
0.035156	6.4232
0.039063	6.3956
0.042969	6.2133
0.046875	7.1115
0.050781	8.9257
0.054688	10.201
0.058594	9.7735
0.0625	7.9575
0.066406	6.0396
0.070313	4.8433
0.074219	4.1723
0.078125	3.6634
0.082031	3.6988
0.085938	4.9624
0.089844	7.091
0.09375	8.2836
0.097656	6.7757
0.10156	2.7912
0.10547	-1.2756
0.10938	-2.9189
0.11328	-1.8083
0.11719	0.068712
0.12109	0.56165
0.125	-0.42141
0.12891	-0.85497
0.13281	1.3472
0.13672	6.2678
0.14063	11.83
0.14453	15.476
0.14844	15.984
0.15234	13.936
0.15625	10.818
0.16016	7.8525
0.16406	5.5122
0.16797	3.7473
0.17188	2.3528
0.17578	1.0501
0.17969	-0.58527
0.18359	-2.9761
0.1875	-6.1072
0.19141	-9.2181
0.19531	-11.117
0.19922	-11.072
0.20313	-9.5507
0.20703	-8.0189
0.21094	-7.7942
0.21484	-8.9225
0.21875	-10.171
0.22266	-10.198
0.22656	-8.7861
0.23047	-6.9115
0.23438	-5.6413
0.23828	-5.0317
0.24219	-4.1378
0.24609	-2.0021
0.25	1.4909
0.25391	5.6696
0.25781	9.7016
0.26172	12.961
0.26563	14.928
0.26953	15.176
0.27344	13.809
0.27734	11.838
0.28125	10.73
0.28516	11.25
0.28906	12.769
0.29297	13.872
0.29688	13.713
0.30078	12.641
0.30469	11.446
0.30859	10.214
0.3125	8.2337
0.31641	5.1211
0.32031	1.7584
0.32422	-0.21463
0.32813	0.04455
0.33203	1.6627
0.33594	2.8118
0.33984	2.3898
0.34375	0.92289
0.34766	-0.11743
0.35156	0.22152
0.35547	1.5435
0.35938	2.5226
0.36328	2.0305
0.36719	0.01173
0.37109	-2.4662
0.375	-3.9564
0.37891	-3.6827
0.38281	-2.159
0.38672	-0.78819
0.39063	-0.61588
0.39453	-1.3306
0.39844	-1.6204
0.40234	-0.68966
0.40625	0.66982
0.41016	0.81509
0.41406	-0.83356
0.41797	-2.8952
0.42188	-3.4177
0.42578	-2.1544
0.42969	-1.0147
0.43359	-1.8619
0.4375	-3.9953
0.44141	-4.3525
0.44531	-0.58542
0.44922	6.1726
0.45313	11.92
0.45703	13.265
0.46094	10.205
0.46484	5.5264
0.46875	1.8737
0.47266	-0.23462
0.47656	-1.7023
0.48047	-2.9451
0.48438	-3.2801
0.48828	-2.1035
0.49219	-0.062326
0.49609	1.3666
0.5	1.338
0.50391	0.36044
0.50781	-0.4353
0.51172	-0.45072
0.51563	0.057987
0.51953	0.4593
0.52344	0.13142
0.52734	-1.5582
0.53125	-5.0933
0.53516	-10.156
0.53906	-15.215
0.54297	-18.221
0.54688	-17.984
0.55078	-14.834
0.55469	-9.8718
0.55859	-3.8784
0.5625	2.6895
0.56641	8.7617
0.57031	12.4
0.57422	12.135
0.57813	8.6056
0.58203	4.4453
0.58594	2.1945
0.58984	2.3761
0.59375	3.7095
0.59766	4.9241
0.60156	5.8701
0.60547	6.8031
0.60938	7.2145
0.61328	6.0929
0.61719	3.4035
0.62109	0.71463
0.625	-0.12855
0.62891	1.1864
0.63281	3.3462
0.63672	5.0598
0.64063	6.2488
0.64453	7.318
0.64844	7.7981
0.65234	6.6163
0.65625	3.9148
0.66016	1.7705
0.66406	2.1398
0.66797	4.0839
0.67188	3.9973
0.67578	-0.57749
0.67969	-7.5505
0.68359	-11.554
0.6875	-9.1231
0.69141	-2.359
0.69531	3.0201
0.69922	3.2347
0.70313	-0.31614
0.70703	-3.3089
0.71094	-3.3146
0.71484	-1.8253
0.71875	-1.8191
0.72266	-4.2677
0.72656	-7.5473
0.73047	-9.7268
0.73438	-10.449
0.73828	-10.337
0.74219	-9.3901
0.74609	-6.9292
0.75	-3.1276
0.75391	0.26705
0.75781	1.433
0.76172	0.52527
0.76563	-0.39663
0.76953	0.27836
0.77344	1.7983
0.77734	1.8711
0.78125	-0.70104
0.78516	-4.5751
0.78906	-7.1295
0.79297	-6.8911
0.79688	-4.573
0.80078	-2.0418
0.80469	-0.70247
0.80859	-0.83798
0.8125	-1.9261
0.81641	-3.118
0.82031	-3.5953
0.82422	-3.0671
0.82813	-2.1915
0.83203	-2.1638
0.83594	-3.4497
0.83984	-5.0124
0.84375	-5.2925
0.84766	-4.1845
0.85156	-3.6434
0.85547	-5.7585
0.85938	-10.155
0.86328	-13.788
0.86719	-13.758
0.87109	-10.242
0.875	-6.2835
0.87891	-4.5953
0.88281	-4.8619
0.88672	-4.3948
0.89063	-1.1952
0.89453	4.0454
0.89844	8.9404
0.90234	11.844
0.90625	12.885
0.91016	12.864
0.91406	11.837
0.91797	9.1991
0.92188	4.8792
0.92578	-0.065774
0.92969	-4.1461
0.93359	-6.3999
0.9375	-6.5342
0.94141	-4.5773
0.94531	-1.0477
0.94922	2.4484
0.95313	3.4958
0.95703	0.62702
0.96094	-4.8986
0.96484	-9.4717
0.96875	-9.8929
0.97266	-6.099
0.97656	-1.1938
