0	170.57
0.0039063	160.43
0.0078125	152.9
0.011719	149.28
0.015625	145.55
0.019531	137.21
0.023438	123.83
0.027344	108.29
0.03125	92.495
0.035156	75.645
0.039063	57.043
0.042969	38.967
0.046875	25
0.050781	15.636
0.054688	7.1782
0.058594	-4.0351
0.0625	-17.177
0.066406	-27.99
0.070313	-34.138
0.074219	-37.997
0.078125	-43.284
0.082031	-49.982
0.085938	-54.341
0.089844	-54.129
0.09375	-52.224
0.097656	-53.506
0.10156	-58.651
0.10547	-62.761
0.10938	-60.964
0.11328	-54.38
0.11719	-49.2
0.12109	-50.019
0.125	-55.435
0.12891	-60.787
0.13281	-63.991
0.13672	-67.046
0.14063	-71.831
0.14453	-76.278
0.14844	-76.224
0.15234	-70.659
0.15625	-63.566
0.16016	-59.912
0.16406	-60.639
0.16797	-62.525
0.17188	-62.468
0.17578	-60.573
0.17969	-58.719
0.18359	-57.422
0.1875	-55.563
0.19141	-52.987
0.19531	-51.668
0.19922	-53.229
0.20313	-56.016
0.20703	-56.152
0.21094	-51.939
0.21484	-46.243
0.21875	-43.581
0.22266	-45.13
0.22656	-47.581
0.23047	-47.118
0.23438	-43.635
0.23828	-40.308
0.24219	-39.509
0.24609	-40.257
0.25	-39.915
0.25391	-37.399
0.25781	-33.792
0.26172	-30.266
0.26563	-26.731
0.26953	-23.023
0.27344	-20.416
0.27734	-20.574
0.28125	-22.906
0.28516	-24.09
0.28906	-21.234
0.29297	-15.279
0.29688	-10.48
0.30078	-10.289
0.30469	-14.236
0.30859	-19.048
0.3125	-22.117
0.31641	-23.04
0.32031	-22.125
0.32422	-18.847
0.32813	-12.888
0.33203	-6.2388
0.33594	-2.7722
0.33984	-4.798
0.34375	-10.313
0.34766	-14.412
0.35156	-13.634
0.35547	-8.6849
0.35938	-3.0207
0.36328	0.5919
0.36719	1.7687
0.37109	1.5028
0.375	0.59617
0.37891	-0.66056
0.38281	-2.1346
0.38672	-4.0217
0.39063	-7.0298
0.39453	-11.288
0.39844	-14.703
0.40234	-13.451
0.40625	-5.4879
0.41016	6.2235
0.41406	15.111
0.41797	16.725
0.42188	13.08
0.42578	10.551
0.42969	13.144
0.43359	18.333
0.4375	19.986
