0	1.8657
0.0039063	2.3511
0.0078125	2.3308
0.011719	2.7409
0.015625	4.4445
0.019531	6.8826
0.023438	8.042
0.027344	6.0021
0.03125	0.7688
0.035156	-5.2918
0.039063	-8.9996
0.042969	-8.7754
0.046875	-5.9121
0.050781	-3.4459
0.054688	-3.4054
0.058594	-4.8618
0.0625	-4.7712
0.066406	-1.078
0.070313	4.8431
0.074219	9.0034
0.078125	8.3461
0.082031	3.5919
0.085938	-1.5134
0.089844	-3.7736
0.09375	-3.2115
0.097656	-2.1895
0.10156	-2.3159
0.10547	-2.824
0.10938	-2.1233
0.11328	-0.29975
0.11719	0.75163
0.12109	-0.20518
0.125	-1.8929
0.12891	-1.8886
0.13281	0.2562
0.13672	2.0878
0.14063	0.99852
0.14453	-2.4713
0.14844	-4.8963
0.15234	-3.7548
0.15625	-0.30423
0.16016	1.99
0.16406	1.634
0.16797	0.73653
0.17188	1.9736
0.17578	4.6497
0.17969	5.0313
0.18359	0.99389
0.1875	-4.5824
0.19141	-6.2334
0.19531	-1.8833
0.19922	4.4826
0.20313	6.8505
0.20703	3.595
0.21094	-0.9594
0.21484	-1.5765
0.21875	2.0719
0.22266	5.4125
0.22656	4.5532
0.23047	0.80314
0.23438	-1.0367
0.23828	1.6024
0.24219	6.0547
0.24609	7.4594
0.25	4.1336
0.25391	-0.82991
0.25781	-3.2056
0.26172	-2.0813
0.26563	-0.22947
0.26953	-0.49181
0.27344	-2.5626
0.27734	-3.5653
0.28125	-1.3448
0.28516	3.263
0.28906	7.3014
0.29297	8.4136
0.29688	6.6857
0.30078	4.2518
0.30469	3.4037
0.30859	4.834
0.3125	7.2114
0.31641	8.3287
0.32031	7.0166
0.32422	4.2626
0.32813	2.3497
0.33203	2.6101
0.33594	4.0659
0.33984	4.6243
0.34375	3.6893
0.34766	3.1101
0.35156	5.0275
0.35547	8.9408
0.35938	11.685
0.36328	10.83
0.36719	7.7685
0.37109	6.6924
0.375	10.371
0.37891	17.52
0.38281	24.83
0.38672	31.134
0.39063	38.683
0.39453	50.133
0.39844	65.29
